gene_id	DRR357080	DRR357081	DRR357082	DRR357083	DRR357084
ENSG00000168569	499.0004	591.00013	551.9996	595.9996	659.0003
ENSG00000168575	1608.00414	1670.99702	2109.9996199999996	2181.0026100000014	2757.00338
ENSG00000168582	0	0	0	0	0
ENSG00000168589	9.999989	9	7	7	5
ENSG00000168591	1332.0288151870002	1340.2073	859.999958895	979.9989800000001	1324.0105999999996
ENSG00000168594	0	2	1	0	0
ENSG00000168610	3747.5366970799996	3722.279386924469	2225.1426396999996	2462.4419860930398	3067.5535500000005
ENSG00000168612	729.948	731.437	564	603.025	811.534
ENSG00000168615	2499.451041626	2421.279741345	2468.1871300000003	2758.2864238999705	3249.0645299999996
ENSG00000168619	0	0	1	0	1
ENSG00000168621	0	1.06173876	1.000000425	0	2.999999693
ENSG00000168630	0	0	0	0	0
ENSG00000168631	1	0	0	0	2
ENSG00000168634	1	0	0	0	1
ENSG00000168646	35.999970000000005	35.00004	4.0394820000000005	12.999981	19.000032
ENSG00000168653	1279	1357	1340	1396	1645
ENSG00000168658	0	0	0	0	0
ENSG00000168661	34	27	24.999962800000002	39.000005	44.000029999999995
ENSG00000168671	0	0	0	0	0
ENSG00000168672	1697.0944	1749.9998	1119.9994	1231.9998	1659.996
ENSG00000168675	9.533393	9.74526	6.00145047176	5	6.5436700000000005
ENSG00000168676	0	0	0	1	0
ENSG00000168679	1.999998	3.05437	2.9999963999999997	2	6.723120000000001
ENSG00000168685	366.99972	340.00024	356.99987	418.00037	472.00012000000004
ENSG00000168701	450.99975	452.00036	469.99949999999995	462.99975	523.9995600000001
ENSG00000168702	0	0	3.000004	7	3
ENSG00000168703	0	0	1.16115	1.04358	0
ENSG00000168710	2996.997	3002.002	3563.997	3930.00306	4979.001200000001
ENSG00000168724	1112.32832	1019.9948038	1020.8782199999999	1145.5152000000003	1235.03098
ENSG00000168734	192.99955	195.00016000000002	108.99999999999999	127.00003	132.36863000000002
ENSG00000168743	81.00001	80.00001	42.000026999999996	42.99995	51.99992
ENSG00000168746	1	0	0	0	1.999997
ENSG00000168748	1	0	1	0	1
ENSG00000168754	3	1	6	3	0
ENSG00000168757	0	0	0	0	0
ENSG00000168758	705.5826500000001	597.63292	433.85289	468.0131200000001	595.6457
ENSG00000168763	751.0176399999999	818.79087	582.0002	657.3052299999999	790.99018
ENSG00000168765	430.99966082000003	387.79901	583.9577599999999	661.99994	774.9995200000001
ENSG00000168769	678.9998	726.0554099999999	444.00019999999995	406.07163	555.00004
ENSG00000168772	16	25.0146	15	12	14
ENSG00000168778	645.41466	562.174974	376.00021999999996	416.00250000000005	551.99941
ENSG00000168779	1	0	1	1	1
ENSG00000168781	2385.64333	2384.1251600000005	1588.80075	1787.87307	2263.4406699999995
ENSG00000168785	428.0027800000001	487.45034999999996	382.05717000000004	415.04305	503.61646
ENSG00000168792	645	762	629.125	728.055	753
ENSG00000168795	624	596	490	537	661
ENSG00000168802	3057.8065	2915.683400000001	2488.9716	2736.4773	3402.9449
ENSG00000168803	285.54413	283.00012	256.00021000000004	252.00034	324.9995899999999
ENSG00000168806	492.26099999999997	503.007	473.018	545.01	617.172
ENSG00000168807	1497.77349	1531.13401	1247.0116999999998	1380.54403	1607.02597
ENSG00000168811	2	0	2	0	3.000005
ENSG00000168813	304.999648	324.00046	308.9996138345	317	399.0003
ENSG00000168818	316.9994999999999	335.00022999999993	267.9997	307.00045	371.00037999999995
ENSG00000168824	187.00002999999998	152.00163	179.00000999999997	210.00651	236.00879999999998
ENSG00000168826	66.99996	54.000024999999994	68.00001	42.99991000000001	60.00003
ENSG00000168827	1218.0736885053	1299.8669799999998	1315.60092	1299.00082	1449.5978129999999
ENSG00000168828	0	0	0	0	0
ENSG00000168830	0	1	0	0	0
ENSG00000168843	0.9999995324000001	3.9999990086	1.00000044119	1.0000000844699999	1.0000000997821
ENSG00000168852	3	1	0	0	1
ENSG00000168872	1072.35019	1059.11068	962.8779079999999	1045.673016	1263.2589300000002
ENSG00000168874	31.000040000000002	24.999959999999998	13.000003999999999	11	16.000030000000002
ENSG00000168875	0	0	0	0	0
ENSG00000168876	545.0008027101501	543.00018	509.000000222281	487.9994	588.0001000000001
ENSG00000168878	0	1.00105	0	1	0
ENSG00000168883	1753.0964500000002	1714.0007190000001	1444.99954	1684.99996	1997.5469039999998
ENSG00000168884	558.9997299999999	600.00064	480.00005000000004	487.99997999999994	659.00037
ENSG00000168887	989.7954	1040.0263	810.0035000000001	936.0793999999999	1152.4260000000002
ENSG00000168890	96.000031	113.00001999999999	79.99997	60.99992	81.00005
ENSG00000168894	1281.00037	1289.0043399999997	1169.99786	1301.9957900000002	1615.00318
ENSG00000168899	47.99998	40.99999	19	18.000030000000002	41.99998
ENSG00000168903	0	0	0	0	0
ENSG00000168904	432.67528	506.04778	406.0075000000001	444.99968999999993	531.619095373
ENSG00000168906	2709.00315	2895.99887	2696.9978200000005	2867.00301	3464.9964100000007
ENSG00000168907	68.579809	84.99995999999999	72.00001999999999	75.00010048890101	106.99993663200001
ENSG00000168913	3	2	1	2	2
ENSG00000168916	193.999979049	154.99997000000002	58	70.00001	94.00008
ENSG00000168917	13.00085	15.03123	14	17.00092	10.00002
ENSG00000168918	16.05082	8	4.0005500000000005	3.00164	9.00045
ENSG00000168924	1059.628	1154.5874300000003	1139.05674	1285.11791	1543.5164
ENSG00000168925	1	1	0	0	0
ENSG00000168928	0	0	1	0	0
ENSG00000168930	0	0	0	0	0
ENSG00000168936	864.0003899999999	857	785.9998999999999	751.9997400000001	1017.9995999999999
ENSG00000168938	442.00045	463.99987999999996	313.00016	371.00037	438.00004
ENSG00000168939	16.00564	11.9999920548	9.128000219931	13.0000159328	16.999970143969
ENSG00000168944	422.99981256000007	472.999820574799	364.99952	440.00029	504.00012425000006
ENSG00000168952	3.00005	2.999997	1	1	2
ENSG00000168955	0	0	0	0	0
ENSG00000168958	1076.0001000000002	1176.0003500000003	1141.9998500000004	1311.99968	1553.00043
ENSG00000168959	0	0	0	0	0
ENSG00000168961	244.78266999999997	209.41507	80.83329	92.00003	115.63587000000001
ENSG00000168967	0	0	0	0	0
ENSG00000168970	992.2101	1065.09657	720.43435	1019.2873700000001	1436.5756199999996
ENSG00000168992	0	1	0	0	0
ENSG00000168993	9.000003	9	16.99999	20.999981000000002	23.999986999999997
ENSG00000168994	1735.0024000000003	1830.0021	1004.00013	1048.00021	1334.9951
ENSG00000168995	0	0	0	0	0
ENSG00000169006	0	0	0	0	0
ENSG00000169016	193.00009000000003	229.21835147000002	274.99953	257.00021686	319.0002691
ENSG00000169018	3862.00061	3964.9976970186003	2973.9970500000004	3086.00082	3968.00478
ENSG00000169019	155	193	182	183	188.99960000000002
ENSG00000169020	938.9995400000001	1024.9953699999999	889.99978	924.9999899999999	1114.99965
ENSG00000169021	3662.55	4034.94	3671.55	4144.23	4627.49
ENSG00000169026	0	1	1	1	0
ENSG00000169031	0	9.000224	2.0585899999999997	1	7.181979999999999
ENSG00000169032	1999.9986099999999	2158.0595599999997	2217.9956	2455.0008199999997	2801.00247
ENSG00000169035	966.0003	955.999688589	768.0007400000001	818.0002000000001	1021.0205
ENSG00000169040	0	0	0	0	0
